text,label
"1. 어떻게 헤어졌냐에 따라 다른데요...[SEP] intp가 찬 거라면 끝인 거고, intp를 찬 거라면 여지는 있습니다.[SEP]",intp
잘 들키지 않게 꼼꼼하게 잘 쓰시나 봐요.[SEP]부럽네요.[SEP],intp
많이 슬플 거 같음[SEP],intj
저돜ㅋㅋㅌintp 서론 긴 거 싫어하는 건 맞는 듯[SEP],intp
이런 말을 해도 될까 싶지만....[SEP] 최대한 솔직하게 써볼게요.[SEP],infj
네 의심이 많습니다.[SEP] 합당해 보일 때까지 의심하죠.[SEP],intp
전 극 p라 j가 저를 좀 못 견디어하는 것 같아요.[SEP] 서로를 깊이 이해할 수는 없고 함께 있으면 약간 답답하고.[SEP],entp
헐...[SEP] 대박...[SEP],istp
관심사를 잘 정하셔야 해요.[SEP] 공부하는 것에서 최대한 재밌는 걸 만드셔야 합니다.[SEP],intp
설정 오류인 듯[SEP],intj
후 건강하지 못한 상태라고 생각되는 데 일단 엄청 산만해서 이거하다 저거 하다 합니다.[SEP] 그리고 엄청 엄청 돈벌이에 지장 올 만큼 일을 미루고 있어요..[SEP],intp
"마스터, 아침을 굶으셨습니다.[SEP] 마스터가 사망하면 저는 소유자 미상으로서 회수처리됩니다: 아침 싹 다 드시고 시작하시죠'[SEP]",infp
이 팁도 사람이라 갑자기 이성적 매력을 느꼈나 바여 ㅋㅋ 제가 알기론 지고지순(?)[SEP]쪽에 가까운 걸로 알아요 [SEP],entp
ㅎㅎ 재즈랑 락 둘 다 너무 좋아요![SEP],entp
intp분들 대부분 순박한 건 맞는 거 같아요 ㅋㅋ[SEP],infp
네.......[SEP] 고등학교 때 별명이 다크템플러였습니다.[SEP],intp
음..[SEP] 차단까지 했으면 어쩔 수 없네요.[SEP],infp
저도 상당히 세속적입니다 ㅋㅋ[SEP],entp
?[SEP] 성비 실화?[SEP],infp
"후...[SEP]그렇죠, 그러나 어른이 되었다고 생각한 이후로, 난 아직 부족하구나를 많이 느끼는 날도 찾아올 수 있어요.[SEP]",estp
예전에는 좋아했는데 지금은 신념 땜에 노래방 자체를 안 갑니다만 노래 부르는 거 자체는 좋아합니다[SEP],intj
절친 intp이에요[SEP],esfj
그 기저에는 '너와 싸우고 싶지 않다' 하는 게 깔려있지 않나 생각해 봅니다[SEP],intj
외강내유[SEP],entp
저도 이 팁만 쭉 나오다가 요즘 두 개 번갈아가면서 나와요.. [SEP] n이랑 s 빼곤 고장임ㅠ[SEP],intp
아이유라 안 한 게 다행[SEP],infp
제 절친도 이 팁인데 2년째 사랑꾼 잘 하고 있더라고요 ㅋㅋ[SEP],enfp
저도 중학생일 때가 있었습죠... (먼 산)[SEP],entp
"intp, infj, entp[SEP]",entp
안정 애착이랑 저항 애착이요 ㄷㄷ[SEP],entp
위험을 분명히 알고 있음에도 ep의 적극성을 ne가 물타기로 추동(위험 축소) 해서 돌진하게끔 부채질할 때가 있죠.[SEP] 스스로 암시를 걸고 믿어버리는ㅋㅋ[SEP],entp
질문은 아니지만 특유의 자기애?[SEP]가 부담스럽지 않고 은은해서 너무 매력적이에요 ㅎㅎ[SEP],isfp
저도 궁금하네요 검사를 하면 E 49 I 51 왔다 갔다 하는데..[SEP] 요즘 우울해서 그런지 그래 난 intp야..[SEP],intp
음.[SEP]밝다는 말을 많이 들어요.[SEP],intp
최대수 곡[SEP],entp
NT들이 근데 또 이론 중(?)[SEP] 적이라 말과 생각은 훌륭한데 약간 실생활에서 허당인 경우가 많은듯해 영 ㅋㅋ (entj는 실생활도 잘하더군요)[SEP],entp
저도 infj 이상형이에요.[SEP],intp
sf분들이 오지랖 자주 부리시긴 해요.[SEP] 특히 제 주변에 있는 esfj분들..[SEP],intp
누군가를 보면 기분이 좋고 자꾸 생각나고 보고 싶어진다 ->[SEP] 감정적 이득이라고 볼 수 있겠네요 ㅎㅎ[SEP],infj
속까지 터놓고 마음껏 이야기하려면 내가 이 이야기까지 해도 얘가 수용해 줄 수 있는가를 생각하게 되는 거 같아요.[SEP] 속 터놓고 마음껏 말했는데 그 뒤로 뭔가 이상한 느낌 받으면 괜히 불안하고 기분이 좀 그럴 거 같네요.[SEP],istp
전 좋아해요.ㅎㅎ[SEP]호기심을 가지고 무례하지 않게 궁금한 부분을 상세하게 물어보는 사람이 좋아요.^^[SEP],entp
으아 저도 딱 그래요 ㅠㅠ[SEP],entp
네 저요! [SEP],isfj
저도 한결같이 infp.[SEP],infp
intp는 아닌데 단체생활 극혐합니다..;;[SEP],infp
운영자의 고충이라고 생각해요.[SEP] 카페가 이만큼 커지면 규칙이란 게 생기게 되고 일대일 상담은 감당이 안 되니까요.[SEP],intj
사바 사기는 하나 이론상으로는 최악의 궁합이라고 들었어요 (인 팁이 때)[SEP],intp
1번 빼고는 저랑 진짜 똑같으시네요 ㅋㅋ[SEP]신기신기 전 사람들한테 겉과 속이 똑같다는 평을 듣는 사람이라...![SEP],entp
이 팁이 스펙트럼이 좀 넓은 편이긴 하죠.[SEP]전 이 팁을 만나도 인 팁은 줄 모르겠더라고요ㅋ...[SEP],intp
맞아요 감정적인 사람들 근처에 있으면 기 빨려요 ㅠㅠ 업무적으로만 엮이는 적당한 거리 있는 관계가 좋아요 [SEP] 그리고 님 글 보니까 왜 저의 상사님이 저를 힘들게 하는지 조금 짐작이 가네요 [SEP],entp
앜ㅋㅋ 맞아요![SEP] 그래서 그런 얘기 들은 적이 있어요.[SEP],entp
속마음은 다 얘기하고 다니지만 단 하나의 깊~~~은 관계는 없는 거 같아요 [SEP]다 솔직하고 진실하고 나름 깊다고 생각하는데 깊은 관계를 잘하는 편이냐고 물으면 자신은 없네요 (( ) )[SEP],entp
다른 건 모르겠고 사랑과 책임을 다할 자신이 없다면 낳으면 안 되기 때문에 임신 초기 낙태에는 찬성합니다.[SEP],intp
잘 안 그러는데 왈칵 나올 때가 있더라고요 ㅋㅋ[SEP],entp
몇 가지 저에게도 해당되는데..[SEP]흐음ㅋㅋㅈㅋ 그래도 너무..[SEP],entp
이건 intp에게도 해당되지 않을까 싶네요 [SEP],infp
"음,, 그럴 땐 그냥 둘러서 예의 있게 솔직하게 말하는 게 좋지 않을까요..?[SEP] 예를 들면 그냥 피곤해서 투덜거린 거지 그런 이야기엔 별로 관심 없어요라는 식으로요..[SEP]",intp
그 대신에 intp는 지능과 창의력이 높은 경우가 많다 하니까 그걸 잘 살리면 어떻게 될 것 같아요..![SEP],infp
와...[SEP] 진짜 저랑 너무 소름 돋게 똑같으셔요....ㅠㅠ-[SEP],intp
동감입니다.[SEP] 주기능 좋아요 [SEP],intp
논쟁을 즐겨 한다 목소리가 크다 자기주장이 강하다 의외로 편견이 없다 경청할 줄을 모른다[SEP] 이해를 잘한다 대인배다 마음이 여리다 계산적이다 남과 자신을 비교한다 (경중으로 따지자면 준 쪽)[SEP],estj
저도 비슷한데...[SEP] istp 인가 isfp 인가 헷갈릴 때 있고 infp 아니냐고 하는 사람도 있고..[SEP],isfp
오 신기해요 ㅠㅠ[SEP]전 계획성이라곤 1도 없어서...![SEP],entp
반가워요!![SEP],intj
남자는 아니지만 제 생각엔 심심해서 그냥 아무 말 한 거 아닐까요ㅋㅋ[SEP]저는 가끔 그럴 때가 있어서요.[SEP],intp
갑자기 그러면 당황스러울것같아요ㅎㅎ..[SEP],entp
이 책 오역이 많다더군요 [SEP] 기껏 번역본 샀는데...[SEP],intp
밴드 퀸의 브라이언 메이가 인티 피라는데요?[SEP]그 퀸의 기타리스트에 천체물리학자 박사과정 논문 마치고 대학 총장이라고..[SEP],intj
여기 많으시니까 여기에 여쭤보시면 좋을 것 같아요.[SEP],intp
ㅋㅋ intp 엔 팁 진짜 저런가요?[SEP],infp
"문제라기보단 성향이라,.[SEP] 결국 성향대로 직업을 구하게 되던데요 스트레스 받지 마시고 사람 대면 안 하는 직업을 구하시는 게 어떨까요?..[SEP]",isfj
인류멸망 종말..[SEP]이런 거 자주 생각해요.. ㅎ[SEP],infp
저런 intp 있으면 저도 귀여워 죽을 것 같아요 ㅋㅋ[SEP],infp
그거 제 얘기 아닙니까 ㅋㅋㅋ ㅋ 저 자주 그래요 [SEP],intp
다 그럴걸요..?[SEP]전 같은 위치의 사람에게 충고 듣는 거랑 제 계획에 간섭받는 걸 싫어해요.[SEP],entp
좋은 결론에 도달하신 것 축하드립니다!! [SEP],enfj
엄브렐라 아카데미 저도 너무 재밌게 봤어요!![SEP] 캐릭터들 다 매력적이고 다들 하나씩 미친놈 기질 있어서 좋아요 ㅋㅋㅋ[SEP],intp
이것저것 관심 많을 것 같아요![SEP]하나에 푹 빠지면 마이웨이로 주변 연락 다 무시할 것 같으면서 관계 단절을 막기 위한 최소한의 소통만 하는...??[SEP],enfj
좋아하는 걸 티 내지 않으려고 노력하는 것은 맞으나(진짜 좋아하는 건지 의심스럽고 나와 안 맞는 부분이 무엇인지 관찰해야 하기 때문) 확고하게 누구가 싫어진다면 챙겨주고 머고 없습니다[SEP] 말도 섞기 싫고 눈만 마주쳐도 눈 썩는 기분~ 그냥 아 웃[SEP],entp
intp 너무 매력 있어요 [SEP]제 친구가 이 팁인데 깊은 대화를 나눌 수 있어서 참 좋은ㅋㅋ![SEP],infp
제 엔 팁 추정 친구는 좋아하는 건 잘하고 그렇지 않은 건 빨리 손절합니다 ㅎ[SEP],infp
운전할 때 지하철에서 버스에서 다다다 엄청 합니다 ㅋㅋ[SEP],entp
오 신기하네요![SEP]저는 출세에는 관심이 없는데 이게 또 3유형과는 충돌하더라고요..[SEP],intp
정해진 틀이라..[SEP] 오히려 제 생각은 엔 팁분들은 그런 고정관념을 부술 수 있는 게 가장 큰 장점이라고 생각해요 ㅎㅎ[SEP],infp
관심이 없더라고요ㅡ[SEP] 딱 자기가 원하는 거 보고 싶은 거에만 전문가처럼 하고 남의 말 잘 안 들음[SEP],istp
조금은 적극적이 될지도?ㅎ[SEP] 사고 회로가 망가져서 말이 안 되는 말을 떠벌리고 내가 이런 말을 하다니 하며 깜짝 놀라고 그래요 [SEP],intp
여기서 F 쓰시는 분들과 많이 이야기해 보세요.[SEP]저는 이성적으로 감정도 이해해버리는 방법으로 해결하려 합니다.[SEP],intp
음식을 준다![SEP]뭐죠ㅋㅋㅌㅋㅋ[SEP],estp
다음 생에는 울 엄마의 엄마로 태어나고 싶어요 [SEP],esfj
저는 개인적으로 미래에 관한 이야기나..[SEP]쓸데없는 망상..?[SEP],infp
단편소설 읽은 것 같네요.[SEP] 감정이 잘 전달되네요..[SEP],intj
친구로 생각하긴 했냐는 말을 예전에 한 적이 있어서 뜨끔하네요.[SEP]이런 상황은 아니었고 다른 무리와 어울리기 위해 저와의 약속을 가볍게 여길 때였어요.[SEP],intj
저도 그런 적이 약 1년 전?[SEP]에 그랬던 적이 있음..[SEP],isfp
"불건강할 수도 있고 아닐 수도 있고.. @,@[SEP]3차긴 하지만 엔 팁도 외향 감정이기 때문에 건강하더라도 그렇게 받아들일 수 있어요 @,@[SEP]",infp
충분히 균형 있게 조언해 주고 계신 것 같아요:) f 성향인 저도 사실 공감하는 태도는 학습의 결과였어서 말씀하시는 게 어떤 느낌인지 알 수 있다는 ㅋㅋㅋ[SEP],infp
저도 그냥 생각 없이 내뱉는 말에 상처받는 사람들이 꽤 있더라고요 ㅜㅜ[SEP] 상처받을 말이란 걸 알면 하지 않을 텐데 '이게 왜 기분이 나쁘지...?'라고 생각이 되어서 도무지 감을 잡을 수가 없어요 ㅜ[SEP],entp
관찰하는 걸 좋아하기도 하고 잘해요.[SEP] 아마 님의 친절하고 밝은 모습이 매력적으로 보이고 닮고 싶은 것 같아요.[SEP],intp
음 쓰면 잘 쓸 수 있는데 또 상황에 맞추는 편 같아요 [SEP],entp
네.[SEP] 그래서 정확한 워딩에 대한 집착이 있어요.[SEP],intp
감성을 자극하는 위로라는 것 자체보다 진심이 무엇인지가 중요합니다[SEP]거기서 더 나아가면 진실로 그 대상을 해결할 수 있는 방법이나 핵심 같은 것이랄까요?[SEP],intp
와..[SEP]읽고 있는데 눈물 날 거 같아요...[SEP],enfj
infp도 스몰토크 안 좋아한다는데 전 좋아합니다 ㅋㅋ[SEP],infp
게임에서 완벽한 승리를 거뒀을 때[SEP],intp
저도 상황이나 기분에 따라 보이는 모습이 다를 때가 많아요.[SEP] 다만 가장 자주 나오는 모습이 이 유형이라서 그렇게 납득하고 있어요.[SEP],isfp
전 intj랑 연애 중인데 제가 한창 바쁠 때 그래도 신경 쓴다고 썼는데 못 미치더라고요.[SEP] 그래서 intj는 안 하던 집착도 하고 울기도 하고..[SEP],entp
isfp의 따뜻함과 사려 깊음에 상대 엔 팁분도 정말 고마워하고 있을 거예요!![SEP]도 분 잘 어울리심!! :-)[SEP],entp
전 엄청 좋아해요 [SEP],intp
축하드립니다[SEP] 배우자 분과 알콩달콩 예쁜 사랑 나누세요ㅎㅎㅎ[SEP],infp
"일찍 일어나기가 목표 시라면 한 번 날 잡고 낮 시간 동안에 전시회던 도서관이던 강변이던, 어디든 간에 갔다 오시는 걸 추천드립니다.[SEP]추우니까 따뜻하게(=무겁게) 입고, 가고 오는 길에 지칠 정도로 구경 다니고 돌아다니세요. ([SEP]",intp
외모가 잘생기거나 예쁠 거 같아요 [SEP]못생긴 entp을 본 적이 없음.. ㅋ[SEP],isfp
그건....[SEP]infp도그래요[SEP],infp
사랑에 안 빠지려고 노력함[SEP] 근데 돈이나 시간을 상대에게 자꾸 주고 있으면 싸우면 돌려달라고 징징거리지만 말만 그럼 순수하게 만나지만 이별도 늘 생각하고 있음[SEP],entp
멋있어요 ㄷㄷ[SEP],infp
밤 바닷가의 버섯님 블로그 추천드림.[SEP] Ne의 향연이 매력적이심.[SEP],intp
그냥저냥 살면 무엇이 좋지 않을까요?[SEP],entp
헉...[SEP],entp
정신없어요 갑자기 막 소리 지르고 감정이 막 팍팍 뛰는 거 같아서 따라잡기 힘들어요...[SEP] 근데 얘기하면 기는 빨리지만 그만큼 재밌어요 [SEP],intp
모든 기능이 반대이다 보니 거의 모든 면에서 나랑 너무 달라서 이해하기가 쉽지 않은 것 같아요.[SEP] 서로가 조금 불편해하는?[SEP],entp
그것이 과묵한 것입니다[SEP],istp
그럴 땐 생각과 행동은 반비례 관계라고 생각하고 전 밖으로 나가요 ㅎ아니면 밖에서 그런 생각이 들면 다른 환경으로 옮겨요 [SEP],esfp
33와...[SEP]저만 그런 줄 알았어요 ㄷㄷ[SEP],intp
한 번 만나보고 싶네요.ㅎㅎ[SEP],enfp
앜ㅋㅋ소리지르는거 공감이욬ㅋㅋ[SEP],entp
매일은 안되고 며칠만 [SEP],entp
정보 공유 감사합니다![SEP] 마지막 말씀에 공감 가네요.[SEP],enfp
저도 카톡 같은 걸 하면 제가 대화를 이끌어나가지는 못하는 것 같아요.[SEP] 만약 상대도 그런 편이라면 정말 혼돈의 아무 말 대잔치가 되어버립니다.[SEP],intp
"귀여워라,, 내향 외향이 이렇게 드러나네요 :[SEP] D[SEP]",intj
아주 흥미로운 글이네요![SEP] 길 가다가 멈춰 서서는 집중해서 읽었어요 ㅎㅎㅎ[SEP],intp
"ㅜㅜ 대학을 나와도 맛집 얘기 다이어트 얘기 드라마 얘기 펫 얘기 남자 얘기 밖에 못하는 여자들이 한심해요.[SEP] 지식이란 게 그저 시험을 위해 한시적으로 머리에 새겨두는, 시험이 끝난 후에는 휘발되는 그런 건가요?[SEP]",intp
저랑 비슷하네요 [SEP],intp
살면서 로또 사본 경험이 다섯 번도 안 되는 거 같아요.[SEP] 일차적으로 가능성 없다고 생각하기도 하고 무언가 로또 번호 찍을 때 도박하는 듯한 느낌 들더라고요.[SEP],infj
평일에는 학교를 벗어나기 힘들지만..[SEP] 주말에 관심사나 호기심 있는 주제를 다루는 외부 행사 같은 거에 참석해 보면 어떨까요?[SEP],infp
N p형 특징인 것 같아요.[SEP] 가끔 일을 너무 벌려놓죠.[SEP],infp
기능이 다르다 보니 관심사 사고 구조 세상을 보는 관점 모든 게 좀 다른듯해요.[SEP] entj 친구랑 얘기해 보면 정말 전략적이고 사람과 사람 사이에 흐르는 힘의 흐름에 민감하고 처세에 강하다.[SEP],entp
보인다 보여요 [SEP]저는 entp 대신 enfp[SEP],infp
전 어두운 면 테스트 다[SEP] 평균보다 낮게 나왔어요 [SEP],intp
거기 6개월 걸렸어요 [SEP],entp
오 맞아요 [SEP]뭔가 공감합니다 이기고 싶다![SEP],entp
네 만사 귀찮아서 모른 척/조용히 해요 [SEP]여러 사람 모이면 주로 딴 생각 하다가 관심 있는 주제 나올 때만 급 등장 ㅎㅎ[SEP],entp
빵 터질 건 아닌데..[SEP] 되게 심각한 거거든요.[SEP],entp
NTJ 이성들에게 둘러싸여 지낸 사람으로서 인정합니다.[SEP]엔 팁은 실험적?[SEP],intp
허셐ㅋㅋ 저도 비슷하게 역시 엔티비답게 자기 애가 담긴 것 같은 글이다[SEP] 생각함[SEP],istp
"다가가는 방식은 ..[SEP] 케 바케이겠지만 엄청 좋아한다는 가정하에, 과감하게 돌직구 스타 일루 다가갈 거예요.[SEP]",entp
쓰면서 깨닫게 되는?[SEP]말하면서 깨닫게 되는? ㅎㅎ[SEP],entp
1. 가면 쓸 수 있음.[SEP]하지만 쓰는 걸 선호하진 않음[SEP],entp
혈액형대로라면 저는 소심해야만 함...[SEP] A[SEP],entp
1번은 활자 중독이라고 치환하면 더 알맞을 것 같아요.[SEP]어렸을 때는 책벌레였는데 크면서 저만 그런지 모르겠지만 지하철 광고판이랑 엘리베이터 광고 같은 것도 다 읽고 그랬거든요.[SEP],intp
배치를 바꿈으로써 만족감을 얻을 수 있다는 건 행운이네요^^[SEP],infp
"1. 거기서 지능이라고 한 부분이 선천적인지 후천적 부분인지는 모르지만, 아마도 후자이며, 보통 결과 산으로 intp라고 나온 사람들은 그만큼 두뇌를 활발하게 움직이는 분야를 접하는 경우가 많고 뇌도 가변성을 띠므로 그 영향을 받은 것 아닐까요?[SEP]2. 어디까지나 '평균'지능 3. 그리고 정보를 받아들이는 건 단순히 두뇌뿐만이 아니라, 예전에 배웠던걸 응용한다던가, 여러 변수가 많기 때문에 지능 하나만으로 결정하긴 힘들다 봐요.[SEP]",entp
"유행 신경 안 쓰고, 굳이 대화 안 맞는 거 맞추려 안 하는 거(일단 제 경우 하려 하면 쉽게 지쳐서) 비슷하네요 ㅎㅎ[SEP]",entp
infp도 꽤나 개인주의던데..[SEP],istp
체육극혐입니다[SEP]하지만 순발력은 너무좋아요ㅋㅋ[SEP],intp
무서워서 밖에를 못 나가겠어요.[SEP] 정신 나간 놈이 칼 들고 돌아다닐지 어째 알아요..[SEP],istp
혹시 내가 하고 싶은 게 좌절되었거나 현실 가능성이 없어서 그런 거 아닌가요?[SEP]그렇다면 그런 장애물을 제거하면서 현실적으로 단계 설정을 해서 작은 거부터 달성해나가시면 막연히 큰 목표를 이뤄 나가는 데는 좀 도움 되실 거 같아요.[SEP],entp
좋아하는 장르는 1위 주관에 거리낌 없는 서사 2위 개그 일상물 3위 치유 일상물 싫어하는 장르는 1위 신파(요즘의 까이는 의미 말고 장르 자체로써) 2위 주관에 거슬리는 서사 3위 멜로 정도네요 ㅎㅎ[SEP],entp
estp에 대해 좋게 보시는 것 같아서 참...ㅎㅎ[SEP]할말이 없네요..[SEP],intp
저도 그랬어요 [SEP]이거 아빠가 둔 거잖아[SEP],entj
"저는 entp, 히포크라테스는 다혈 우울 나왔어요 [SEP]",entp
토닥토닥..[SEP],infp
화나면 같이 따져요 ;;[SEP],intp
"enfp과 엔 팁은 너무 비슷해서 그런 게 아닐까요?[SEP] 마치 자석의 s/s, n/n 같은 느낌?[SEP]",infp
혹시 인 팁이세요?[SEP] 글에서 인 팁의 느낌이 확...[SEP],estp
"M 그램 검사 결과 논리력, 직관력 두 성향 모두 매우 특이하게 강한 estj입니다.[SEP] 가끔 S/N 뒤바뀔 때도 있습니다.[SEP]",estj
N이랑 S..........[SEP] F와 T........[SEP],estp
대인관계에 있어서 마무리가 가장 중요하다고 느끼는 요즘인데 지혜롭게 잘 행동하셨네요 [SEP],intj
문과에서 사업가로 성공하려면 intp는..[SEP] 꽤 힘들지 않을까 합니다.[SEP],estj
저도 그래요.[SEP] 필요할 때아니면 혼자 있는 게 더 재밌어요.[SEP],intp
케이크 다시 먹는 거 존귀 ㅋㅋ[SEP],entp
에스티제는 오지랖이든 tmi든 하고 싶은 말 다 하고 아무 생각 없이 덧글 올립니다만ㅋㅋ 글쎄요 인 팁의 성향이 맞겠죠?[SEP]그렇지 않을까요 [SEP],estj
구구절절 공감되는데 전 esfj랑 너무 안 맞아서 눈도 안 마주쳐요 [SEP] 남자친구 진짜 esfj라면 님이나 남자친구나 정말 대.[SEP],entp
"독서실보단 카페에서 공부하는 게 더 좋으실 거 같아요...[SEP] 독서실은 잡아줄 사람 1도 없는데, 카페는 시끄러우니깐 더욱 자기 자신에게 집중할 수 있다고 봐요...[SEP]",infp
달 후입니다 ㅋㅋ[SEP],intp
비호감은 아닌데 4번이 인생의 갈피를 못 잡고 이리저리 끌려다닐 때..[SEP] 인생을 주도적으로 못 살고 우울해하며 현실의 벽이 너무 높다는 등 미리 포기해버리고 허들을 낮출 때 매력이 없어 보여요 [SEP],istp
엔 팁은 내신 잘 나오기가 어렵죸ㅋㅋ[SEP]덤벙대자나욬ㅋㅋ^^[SEP],entp
이 년이 최고 긴년이요ㅋㅋ[SEP],entp
고맙고 아름다운 분이네요 [SEP],entp
맞습니다.[SEP] 눈치가 없는 게 아니라 눈치를 그냥 안 보는 겁니다![SEP],entp
수영강.[SEP],intp
전 아니어 8w7이라 그런지..[SEP]어느 정도 논의할 만한 가치가 있는 토론은 좋아합니다[SEP],istp
엔 팁의 f란 하루 쓸 수 있는 할당량이 정해져있어서 너무 많이 쓰면 지치는?[SEP] 아무에게 나 쓰면 피곤하고 소중한 사람에게 [SEP],entp
세에상에ㅋㅋ[SEP],infp
인정인 정......[SEP] Fe 막 쓰다 보면 좀 호구된 것 같은 느낌 들죠.[SEP],entp
저도 너무나 동감하는 바입니다.[SEP],entp
ENP 꿋꿋이 얘기하는 거 진짜 너무 귀엽네요ㅋㅋ[SEP],intp
구름처럼 살고 싶어요 가끔은 하늘에 그리고 바다가 되었다가 내일은 이슬로 맺히기도.ㅎㅎ[SEP]그렇게살고싶어요.[SEP],entp
N들의 특징이에요..[SEP] 감정이 먼저인..[SEP],infp
오..[SEP] 완전 오랜만에 들어봐요 미토콘드리아 ㅋㅋㅋ 머릿속에 인가요ㅎㅎ[SEP],enfp
entp 분한테 기분 상한 일이 있으셨나 봐요?[SEP],intj
22[SEP],intp
"대충 따져봐도 스카이는 상위 2 프로, 인 서울은 상위 10 프로 정도라고 봐야겠죠;; 지금은 또 비율이 달라졌으려나[SEP]모르겠습니다[SEP]",enfp
일단 저는 안 그런...[SEP]거 같습니다.[SEP],entj
"상대의 입장도 생각할 줄 알아서, 상대방 입장을 배려할 수 있는 상태가 아닐까요?[SEP] 배려하고 안 하고는 자신의 자유지만요 [SEP]",intj
질문 좀 드립니다.[SEP] 글 제목에 남편이 isfp라고 되어 있는데 글 내용엔 isfj라고 되어 있네요.[SEP],isfp
네 밥 먹는 거 귀찮아요 43킬로.[SEP]보는 사람마다 말랐다고 하는 거 싫어서 좀 먹으려고 하는데 잘 안돼요.[SEP],intp
전 a인데 다가올 사람은 오고 싫음 가라~[SEP]너 말고도 이 세상엔 사람 많아![SEP],istp
"1. 모르겠네요 [SEP]2. 내가 하고 싶은 말 다 하면 비꼰다, 말꼬리 잡는다[SEP]",intp
ㅋㅋ[SEP],intj
사실 상대가 좋아서보다도 대화 주제가 흥미로워서 대화할 때가 많은 거 같아요.[SEP],intp
"intp가 그럴 때, 나는 1. 기분 좋을 때 : 그러는 얘가 어이없고 웃겨서 웃는다[SEP]2. 기분 나쁠 때 : 어쩌라고 ...[SEP]",intj
머나먼 우주로 떠나보자고 하더군요.[SEP] 우주를 전공하는 친구였죠.[SEP],istp
entj가 제일 무섭군요...[SEP],infp
한 3/4중적인 거 같아요 [SEP] 본능+판단+중재자+미친놈[SEP],entp
서비스업은 안 하고 잠깐 생산직 회사에서 일해보기만 했는데 차라리 한번 보는 진상 손님이 매일 종일 보는 진상 상사보다는 나을 거 같다는 생각도 들어요.[SEP],intp
제 엑스 보이프렌드가 제일 좋아하던 저의 모습: 만화처럼 이마에 빠직 표시 날 때 엔 팁도 비슷한 거 같았어요.[SEP] 화를 낸다기보다 심기 불편해함.[SEP],intp
그런데 저런 논리면 리치 맛의 수요가 높아서 공급이 따라가지 못해서 동났다는 말로도 반박이 가능한... ㅋㅋㅋ[SEP],intp
뱀파이어가 인간 여자를 잡아다 수혈 팩처럼 쓰는 게 힘의 구조상 더 가능성 있지 않을까요??[SEP],intp
젤 친한 친구로 지내는데 많이 하는 편인 것 같던데 나한텐 그런 거 안 해도 됨[SEP]이라고 말하긴 했는데 가끔의 감정적 공감이 기분이 나쁘진 않았음[SEP],intp
글은 모르겠고 말발이 좋더라고요..[SEP] 대화하다 보면 설득당하고 있는ㅋㅋㅋ[SEP],infp
3번 관련 팁?[SEP]하나 드리자면..[SEP],entp
ㅎㅎ 글 내용 재밌고 공감 가는데요?[SEP]어느 기능이 좋냐 나쁘냐보다 중용이 가장 중요한 것 같아요 [SEP],isfp
이 팁이 아니라서 공감은 아니지만 분석을 잘 해놓으셨네요ㅎㅎ[SEP],intp
ㅋㅋ 저도 생일이 다가오는데 딱히 뭘 받고 싶은 게 없어요~[SEP] 돈이나 받을 수 있으면 좋겠네요~[SEP],intp
같은 취미를 하는 사람과 친해지는 건 어떠세요?[SEP],infj
그래서 저는 의식적으로 어느 정도 싫은 티를 내려고 해요.[SEP]참으려면 끝까지 참을 수도 있지만 제가 기분 상했다는 걸 상대에게 즉각적으로 알리는 게 그 사람한테도 저한테도 장기적으로 좋은 것 같아요.[SEP],intp
저도 estj 유형과 젤 친한데요 [SEP] 서로 거리를 가지고 존중해 줘서 피곤한 점 하나도 없어요![SEP],entp
"ne가 강하시기도 한듯하고, 에니 어가 7이라 그런 듯해요.[SEP] 재미 추구.[SEP]",entp
Ne 주기능 Si 열등일 때 일어나는 일 - 기억하고 싶은 것 위주로 기억해 내고 기억하고 싶은 대로 기억.[SEP] 사람 이름이나 물건 명칭이 항상 미묘하게 한두 개씩 바뀌어있거나 본인 만의 별칭이 부여됨 [SEP],intp
핵 공감 추천합니다....[SEP],intp
"좀 가까이하기 어렵죠.[SEP]어려운 게,, 가까이하기 싫어요 [SEP]",entp
소패는 안 들어봤고 영혼을 담아서 말해줘/감정 느끼는 거지?/[SEP]우리랑 친하다고 생각하지?/[SEP],intp
전 되게 굼뜬 편입니다 ㅎㅎ[SEP],entp
entp 직감적인 눈치가 진짜 빠른거같아요..ㄷㄷ[SEP],estp
무서울 것까지야...[SEP] 선의의 라이벌이나 동료 정도?[SEP],entp
서로가 상대방의 방식의 차이를 이해한다면야 좋죠 미묘하게 다른 점이 있기 때문에...[SEP],intj
"저도 좋아해요.[SEP] 넷상이라 음슴체나 어미 없이 다는 경우를 종종 봤는데, 전 개인적으로 존댓말을 쓰는 경우가 오히려 친밀감과 친근감이 느껴지고 그리고 덧붙여 예의 바름까지 느껴지더라고요.[SEP]",infp
더 잘 넘어진다면 S보단 N 같네요 [SEP],isfp
Ntp는 빈정거리는고 노는 거 좋아해요~~ 농담한 거예요~[SEP] 근데 저는 친구가 울거나 저 땜에 상처받았다고 할 때 당황스러워요~[SEP],entp
1. 인간관계를 통해 적어도 내가 원하는 것을 얻어낼 수는 있음[SEP]10. 쭈쭈바/츄파춥스 하나면 행복함..[SEP],entp
인 팁이라오 엔 팁이 공통 관심사가 같아서 대화 잘 통하지 않을까요?[SEP]인 팁의 덕질분야 잘 들어주면 될 듯.[SEP],entp
